10,10
15,12
11,12
0.000763368838,0.0128083748
0.000196533636,0.0111129043
0.00121764402,0.00403960568
0.00403181526,0.0313973927
0.00181987666,0.0098941721
0.00166332231,0.00403960675
0.0057912684,0.031397394
0.00254670278,0.00989417322
0.48664157,0.679090831
1,0.974244719
1,0.974244719
1,0.99263377
0.351171558,0.852864387
0.0867243601,0.45810592
0.294579857,0.768386075
0,0
0,0
0,0
0,0
0,0
NaN,NaN
NaN,NaN
NaN,NaN
0.313413555,0.355289672
0.875988249,0.993031643
1,1.13361297
16.9591124,18.5186165
0.911549545,0.995372637
1,1.0919567
0.313435862,0.355384875
0.876050596,0.993297734
1,1.13383603
16.9691079,18.5741298
0.912086806,0.998356473
1,1.09458493
NaN,NaN
1.3161846,1
1.17362572,1
1.27416313,1
1.28801674,1
1.16095789,1
1.25056416,1
1.24063329,1
1.14018235,1
1.2110238,1
76.2930159,57.9652855
104.435896,88.9856916
82.3155923,64.6036524
74.6602583,57.9652855
103.308641,88.9856916
80.7910121,64.6036524
71.9136628,57.9652855
101.459915,88.9856916
78.2365607,64.6036524
9484.55618,9463.48059
4337.21221,4236.92842
8383.02457,8344.99842
9484.55618,9463.48059
4337.21221,4236.92842
8383.02457,8344.99842
2.49667316,2.49667316
2.40859217,1.51344173
2.47287808,2.45063826
2.34352201,0.618181319
NaN,-1.64294047
NaN,-16.3472726
